"","cena","Oferta od","Kategoria","Marka pojazdu","Model pojazdu","Wersja","Rok produkcji","Przebieg","Pojemnoœæ skokowa","Rodzaj paliwa","Moc","Skrzynia biegów","Napêd","Emisja CO2","Typ","Liczba drzwi","Liczba miejsc","Kolor","VAT mar¿a","Kraj pochodzenia","Pierwsza rejestracja","Numer rejestracyjny pojazdu","Zarejestrowany w Polsce","Bezwypadkowy","Serwisowany w ASO","Stan","Rodzaj koloru","Mo¿liwoœæ finansowania","Faktura VAT","Leasing","Pierwszy w³aœciciel","Filtr cz¹stek sta³ych","Gwarancja dealerska (w cenie)","Uszkodzony","Miesiêczna rata","Tuning","lub do (przebieg km)","Generacja","Okres gwarancji producenta","Op³ata pocz¹tkowa","Liczba pozosta³ych rat","Wartoœæ wykupu","Kod Silnika","Akryl (niemetalizowany)","Zarejestrowany jako zabytek","Homologacja ciê¿arowa","Kierownica po prawej (Anglik)"
"1:2155","46 740","Osoby prywatnej","Osobowe","Seat","Alhambra","2.0 TDI Style","2012","242 700 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","152 g/km","Minivan","5","7","Srebrny",NA,"Polska",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,"242 700 km","II (2010-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2156","57 900","Osoby prywatnej","Osobowe","Seat","Leon","1.4 TSI FR Start/Stop","2016","60 000 km","1 395 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a","120 g/km","Auta miejskie","5","5","Szary",NA,NA,"11/04/2017",NA,"Tak","Tak","Tak","U¿ywane",NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2012-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2157","141 345","Firmy","Osobowe","Seat","Ateca","1.5 TSI FR S&S DSG","2021","5 km","1 498 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"SUV","5","5","Czarny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2158","127 999","Firmy","Osobowe","Seat","Leon","1.4 e-Hybrid DSG","2020","8 km","1 395 cm3","Hybryda","150 KM","Automatyczna","Na przednie ko³a","32 g/km","Kompakt","5","5","Czerwony",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak",NA,NA,NA,"60 miesiêcy",NA,NA,NA,"150 000 km","IV (2020 - )",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2159","38 000","Firmy","Osobowe","Seat","Ibiza","1.0 Reference","2018","60 590 km","999 cm3","Benzyna+LPG","75 KM","Manualna","Na przednie ko³a","118 g/km","Auta miejskie","5","5","Niebieski","Tak","Polska","20/04/2018",NA,"Tak","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"V (2017-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2160","18 999","Osoby prywatnej","Osobowe","Seat","Altea","1.9 TDI Style","2009","205 369 km","1 896 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","142 g/km","Minivan","5","5","Szary",NA,"Holandia","17/10/2009","RZE91763",NA,"Tak",NA,"U¿ywane","Metalik",NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2161","4 999","Osoby prywatnej","Osobowe","Seat","Ibiza","1.4 16V Stella","2003","184 762 km","1 390 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a","156 g/km","Auta miejskie","3","5","Szary",NA,"Niemcy","23/05/2003",NA,NA,"Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III (2002-2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2162","33 900","Firmy","Osobowe","Seat","Ibiza",NA,"2017","93 269 km","999 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a","118 g/km","Auta ma³e","5","5","Srebrny",NA,NA,"01/02/2017",NA,"Tak","Tak","Tak","U¿ywane",NA,"Tak","Tak","Tak",NA,NA,"32 miesiêcy",NA,NA,NA,NA,"IV (2008-2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2163","19 900","Firmy","Osobowe","Seat","Altea XL",NA,"2010","216 095 km","1 197 cm3","Benzyna","105 KM","Manualna","Na przednie ko³a","139 g/km","Minivan","5","5","Czarny","Tak",NA,"01/01/2011",NA,"Tak","Tak","Tak","U¿ywane",NA,"Tak",NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2164","43 799","Firmy","Osobowe","Seat","Ibiza",NA,"2018","47 660 km","999 cm3","Benzyna","95 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Bia³y",NA,"Polska","27/08/2018","WE974UC","Tak",NA,"Tak","U¿ywane",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"V (2017-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2165","25 000","Osoby prywatnej","Osobowe","Seat","Altea XL","1.8 (T FSI) TSI","2010","135 000 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a",NA,"Minivan","5",NA,"Czerwony",NA,NA,"15/04/2010",NA,"Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2166","20 900","Osoby prywatnej","Osobowe","Seat","Leon",NA,"2009","144 000 km","1 390 cm3","Benzyna","125 KM","Manualna","Na przednie ko³a","155 g/km","Kompakt","5","5","Szary","Tak",NA,NA,NA,NA,"Tak","Tak","U¿ywane","Per³owy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2005-2012)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2167","10 800","Osoby prywatnej","Osobowe","Seat","Leon","1.6 Sport","2002","164 074 km","1 595 cm3","Benzyna","100 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Czarny","Tak",NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (1999-2005)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2168","12 000","Osoby prywatnej","Osobowe","Seat","Altea","1.9 TDI Reference","2006","213 555 km","1 896 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","142 g/km","Minivan","5","5","Inny kolor",NA,NA,"30/06/2006",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2169","29 900","Osoby prywatnej","Osobowe","Seat","Ibiza","1.0 Reference","2017","131 000 km","999 cm3","Benzyna+LPG","75 KM","Manualna","Na przednie ko³a","118 g/km","Auta miejskie","5","5","Bia³y",NA,"Polska","29/03/2017","WE792PF","Tak","Tak","Tak","U¿ywane",NA,"Tak","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"IV (2008-2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2170","21 900","Osoby prywatnej","Osobowe","Seat","Exeo","ST 2.0 TFSI","2009","235 000 km","1 984 cm3","Benzyna","200 KM","Manualna","Na przednie ko³a","179 g/km","Kombi","5","5","Bia³y",NA,NA,"20/08/2009","WL2739G","Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2171","75 000","Osoby prywatnej","Osobowe","Škoda","Kamiq","1.5 TSI Style","2020","19 000 km","1 498 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"SUV","5","5","Bia³y",NA,"Polska","28/02/2020","DLU87520","Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,"Tak","Tak",NA,NA,NA,"2 000 PLN",NA,"120 000 km",NA,"03/03/2022","35 000 PLN","20","1 000 PLN",NA,NA,NA,NA,NA
"1:2172","10 200","Osoby prywatnej","Osobowe","Škoda","Fabia","1.2 HTP","2008","246 250 km","1 198 cm3","Benzyna","70 KM","Manualna",NA,NA,"Auta miejskie","5",NA,"Czerwony",NA,NA,NA,NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2007-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2173","58 700","Osoby prywatnej","Osobowe","Škoda","Octavia","2.0 TDI Clever","2018","179 850 km","1 968 cm3","Diesel","150 KM","Manualna","Na przednie ko³a","114 g/km","Kombi","5","5","Czarny","Tak","Niemcy",NA,NA,"Tak","Tak","Tak","U¿ywane","Per³owy",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2174","38 700","Osoby prywatnej","Osobowe","Škoda","RAPID","1.0 TSI Ambition","2018","120 500 km","999 cm3","Benzyna","95 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Inny kolor",NA,NA,"02/10/2018","WU0104H","Tak","Tak","Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2175","40 500","Osoby prywatnej","Osobowe","Škoda","Superb",NA,"2012","130 000 km","1 968 cm3","Diesel","140 KM","Automatyczna","Na przednie ko³a","162 g/km","Kombi","5","5","Czarny",NA,"Niemcy","01/06/2012","BSK 01250","Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"II (2008-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2176","4 200","Osoby prywatnej","Osobowe","Škoda","Fabia","1.4 Basic","2003","170 000 km","1 397 cm3","Benzyna","60 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Szary",NA,NA,NA,"WL95718",NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (1999-2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2177","8 999","Osoby prywatnej","Osobowe","Škoda","Octavia",NA,"2005","234 658 km","1 598 cm3","Benzyna","115 KM","Manualna",NA,NA,"Sedan","5","5","Niebieski",NA,NA,"17/11/2005","NGI31166","Tak","Tak",NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2004-2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2178","36 500","Firmy","Osobowe","Škoda","Superb",NA,"2010","151 138 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Czarny","Tak",NA,NA,NA,NA,"Tak",NA,"U¿ywane",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,"II (2008-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2179","11 499","Osoby prywatnej","Osobowe","Škoda","Octavia",NA,"2004","242 500 km","1 997 cm3","Benzyna","150 KM","Manualna",NA,NA,"Kombi","5",NA,"Zielony","Tak",NA,NA,NA,"Tak",NA,NA,"U¿ywane",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"II (2004-2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2180","73 000","Firmy","Osobowe","Škoda","Octavia",NA,"2016","136 000 km","1 984 cm3","Benzyna","230 KM","Automatyczna","Na przednie ko³a","149 g/km","Sedan","5","5","Bia³y","Tak","Niemcy",NA,NA,NA,"Tak","Tak","U¿ywane","Per³owy","Tak",NA,NA,NA,NA,"12 miesiêcy",NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2181","87 900","Osoby prywatnej","Osobowe","Škoda","Superb","Combi 2.0 TDI DSG","2017","149 830 km","1 968 cm3","Diesel","190 KM","Automatyczna","Na przednie ko³a","117 g/km","Kombi","5","5","Bia³y",NA,NA,"08/06/2017","PMI18081","Tak","Tak","Tak","U¿ywane",NA,NA,NA,NA,"Tak","Tak",NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2182","37 500","Osoby prywatnej","Osobowe","Škoda","RAPID","Spaceback 1.6 TDI (Green tec)","2015","91 000 km","1 598 cm3","Diesel","116 KM","Manualna","Na przednie ko³a","107 g/km","Kompakt","5","5","Szary",NA,NA,"29/01/2016",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2183","194 150","Firmy","Osobowe","Škoda","Superb",NA,"2021","1 km","2 000 cm3","Diesel","200 KM","Automatyczna","4x4 (sta³y)",NA,"Sedan","5","5","Czarny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2184","49 900","Firmy","Osobowe","Škoda","Octavia","1.6 TDI Active","2017","111 600 km","1 598 cm3","Diesel","115 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Bia³y",NA,"Polska","30/03/2017",NA,NA,"Tak",NA,"U¿ywane",NA,"Tak","Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2185","61 700","Firmy","Osobowe","Škoda","Fabia",NA,"2021","1 km","999 cm3","Benzyna","95 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Czerwony",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2014-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2186","88 000","Firmy","Osobowe","Škoda","Fabia","1.0 TSI Style DSG","2021","5 km","999 cm3","Benzyna","95 KM","Automatyczna","Na przednie ko³a",NA,"Auta miejskie","5","5","Fioletowy",NA,NA,NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,NA,NA,"III (2014-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2187","62 500","Firmy","Osobowe","Škoda","Fabia",NA,"2021","1 km","999 cm3","Benzyna","95 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Srebrny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2014-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2188","158 750","Firmy","Osobowe","Škoda","Superb",NA,"2021","1 km","2 000 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Szary",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2189","75 000","Osoby prywatnej","Osobowe","Škoda","Superb","1.8 TSI Ambition","2017","89 100 km","1 798 cm3","Benzyna","180 KM","Manualna","Na przednie ko³a","134 g/km","Sedan","5","5","Czarny",NA,"Polska","07/12/2017","KWI85468","Tak",NA,"Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2190","6 500","Osoby prywatnej","Osobowe","Škoda","Octavia","1.9 TDI Ambiente","2001","297 682 km","1 896 cm3","Diesel","90 KM","Manualna","Na przednie ko³a",NA,"Kombi","5",NA,"Srebrny",NA,"Niemcy","24/09/2001",NA,NA,NA,NA,"U¿ywane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (1996-2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2191","44 900","Osoby prywatnej","Osobowe","Škoda","Octavia","1.6 TDI Ambition","2017","151 000 km","1 598 cm3","Diesel","115 KM","Manualna","Na przednie ko³a","109 g/km","Kombi","5","5","Srebrny",NA,"Polska","19/07/2017","WE235PY","Tak","Tak","Tak","U¿ywane","Metalik","Tak","Tak",NA,"Tak","Tak",NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2192","59 600","Firmy","Osobowe","Škoda","Fabia",NA,"2021","1 km","999 cm3","Benzyna+LPG","60 KM","Manualna","Na przednie ko³a",NA,"Auta miejskie","5","5","Niebieski",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2014-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2193","149 000","Firmy","Osobowe","Škoda","Kodiaq","2.0 TSI 4x4 Style DSG","2021","9 km","1 984 cm3","Benzyna","190 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"SUV","5","5","Srebrny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,"36 miesiêcy",NA,NA,NA,"60 000 km",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2194","161 990","Firmy","Osobowe","Škoda","Superb","2.0 TDI SCR Ambition DSG","2021","10 km","1 968 cm3","Diesel","200 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2195","38 700","Osoby prywatnej","Osobowe","Škoda","Superb","2.0 TDI","2011","223 794 km","1 968 cm3","Diesel","140 KM","Manualna","Na przednie ko³a","143 g/km","Sedan","5","5","Srebrny",NA,"Polska",NA,NA,NA,NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2008-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2196","202 990","Firmy","Osobowe","Škoda","Superb","2.0 TDI SCR L&K DSG","2020","9 km","1 968 cm3","Diesel","200 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Niebieski",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2197","9 900","Osoby prywatnej","Osobowe","Škoda","Fabia","1.2 HTP Combi","2008","170 400 km","1 198 cm3","Benzyna","70 KM","Manualna","Na przednie ko³a","140 g/km","Kombi","5","5","Inny kolor","Tak","Polska",NA,"PO060HV","Tak","Tak","Tak","U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"II (2007-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2198","161 990","Firmy","Osobowe","Škoda","Superb","2.0 TDI SCR Ambition DSG","2021","10 km","1 968 cm3","Diesel","200 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2199","31 500","Osoby prywatnej","Osobowe","Škoda","Fabia","1.0 MPI","2019","140 000 km","999 cm3","Benzyna","75 KM","Manualna","Na przednie ko³a","109 g/km","Kombi","5","5","Inny kolor",NA,"Polska",NA,NA,"Tak","Tak","Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2014-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2200","18 700","Firmy","Osobowe","Škoda","Octavia","Combi 1.6 TDI DPF","2010","208 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a","119 g/km","Kombi","5","5","Inny kolor","Tak","Niemcy","10/10/2010","ELE86K7",NA,"Tak","Tak","U¿ywane","Metalik","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"II (2004-2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2201","45 000","Osoby prywatnej","Osobowe","Škoda","RAPID","1.2 TSI (Green tec)","2016","45 000 km","1 197 cm3","Benzyna","110 KM","Manualna","Na przednie ko³a","108 g/km","Kompakt","5","5","Czarny",NA,"Polska","28/04/2016","KOS6914C","Tak","Tak","Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2202","17 900","Osoby prywatnej","Osobowe","Škoda","Octavia","1.8 TSI Elegance","2009","217 400 km","1 798 cm3","Benzyna","160 KM","Manualna","Na przednie ko³a","158 g/km","Kompakt","5","5","Inny kolor",NA,"Polska","02/03/2010",NA,"Tak",NA,"Tak","U¿ywane","Metalik",NA,NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"II (2004-2013)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2203","5 700","Osoby prywatnej","Osobowe","Škoda","Fabia","2.0 Elegance","2003","240 023 km","1 984 cm3","Benzyna","115 KM","Manualna","Na przednie ko³a","185 g/km","Auta miejskie","5","5","Czarny",NA,"Niemcy",NA,NA,NA,NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (1999-2008)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2204","45 900","Firmy","Osobowe","Škoda","Superb","2.0 TDI Active","2015","179 865 km","1 968 cm3","Diesel","170 KM","Manualna","Na przednie ko³a","122 g/km","Kombi","5","5","Czarny","Tak","Polska",NA,"CT2934V","Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,NA,"II (2008-2018)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2205","171 990","Firmy","Osobowe","Škoda","Superb","2.0 TDI SCR Ambition DSG","2021","10 km","1 968 cm3","Diesel","200 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,NA,NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak",NA,NA,"Tak",NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2206","109 799","Firmy","Osobowe","Škoda","Superb",NA,"2018","95 968 km","1 798 cm3","Benzyna","180 KM","Automatyczna","Na przednie ko³a",NA,"Kombi","5","5","Szary",NA,"Polska","26/09/2018","WE342UJ","Tak",NA,"Tak","U¿ywane","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2207","66 799","Firmy","Osobowe","Škoda","Octavia",NA,"2018","69 095 km","1 498 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Bia³y",NA,"Polska","01/10/2018","WE369UK","Tak",NA,"Tak","U¿ywane",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2208","114 900","Firmy","Osobowe","Škoda","Octavia","1.5 TSI ACT Style","2020","4 489 km","1 498 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Czarny",NA,"Polska","14/05/2020",NA,"Tak","Tak","Tak","U¿ywane",NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"IV (2020-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2209","220 601","Firmy","Osobowe","Škoda","Enyaq","80","2021","1 km",NA,"Elektryczny","204 KM","Automatyczna","Na tylne ko³a",NA,"SUV","5","5","Srebrny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe",NA,"Tak","Tak","Tak",NA,NA,NA,NA,"2 206 PLN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2210","32 500","Osoby prywatnej","Osobowe","Škoda","Fabia","1.0 TSI Ambition","2017","112 000 km","999 cm3","Benzyna+LPG","110 KM","Manualna","Na przednie ko³a","103 g/km","Kombi","5","4","Srebrny","Tak","Polska","14/09/2017","WF4467P","Tak","Tak","Tak","U¿ywane","Metalik","Tak",NA,"Tak","Tak",NA,NA,NA,NA,NA,NA,"III (2014-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2211","21 900","Osoby prywatnej","Osobowe","Škoda","Octavia","1.6 TDI Active","2013","300 000 km","1 598 cm3","Diesel","105 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,"Polska","10/09/2013","WI7031U","Tak","Tak","Tak","U¿ywane",NA,NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2212","49 799","Firmy","Osobowe","Škoda","Octavia",NA,"2017","113 415 km","1 395 cm3","Benzyna","150 KM","Manualna","Na przednie ko³a",NA,"Kompakt","5","5","Bia³y",NA,"Polska","03/10/2017","WE836RN","Tak",NA,"Tak","U¿ywane",NA,"Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"III (2013-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2213","77 900","Firmy","Osobowe","Škoda","Superb","2.0 TDI Sportline","2017","185 000 km","1 968 cm3","Diesel","190 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Bia³y",NA,"Polska",NA,NA,"Tak","Tak","Tak","U¿ywane",NA,"Tak","Tak","Tak","Tak","Tak",NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2214","142 500","Firmy","Osobowe","Škoda","Octavia",NA,"2020",NA,"2 000 cm3","Diesel","150 KM","Automatyczna","Na przednie ko³a",NA,"Sedan","5","5","Srebrny",NA,"Polska",NA,NA,NA,"Tak",NA,"Nowe","Metalik","Tak","Tak","Tak",NA,NA,NA,NA,NA,NA,NA,"IV (2020-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2215","82 900","Osoby prywatnej","Osobowe","Škoda","Superb","2.0 TDI 4x4 Ambition DSG","2016","143 000 km","1 968 cm3","Diesel","190 KM","Automatyczna","4x4 (do³¹czany automatycznie)",NA,"Kombi","5","5","Czarny",NA,"Szwajcaria","02/09/2016",NA,"Tak",NA,NA,"U¿ywane","Metalik",NA,NA,NA,NA,"Tak",NA,NA,NA,NA,NA,"III (2015-)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2216","8 300","Osoby prywatnej","Osobowe","Škoda","Octavia","1.6 Tour","2005","251 000 km","1 595 cm3","Benzyna","102 KM","Manualna","Na przednie ko³a",NA,"Kombi","5","5","Srebrny",NA,"Polska","27/09/2005","KNS3822L","Tak","Tak",NA,"U¿ywane","Metalik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I (1996-2011)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1:2217","97 900","Firmy","Osobowe","Škoda","Kamiq","1.5 TSI Style DSG","2020","24 841 km","1 498 cm3","Benzyna","150 KM","Automatyczna","Na przednie ko³a",NA,"SUV","5","5","Niebieski",NA,NA,NA,NA,NA,"Tak","Tak","U¿ywane","Metalik",NA,"Tak",NA,"Tak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
